workerid,proliferate.condition,failed_audio,failed_images,failed_video,internal_node_id,response,rt,stimulus,subject,success,time_elapsed,timeout,trial_index,trial_type,error
174,Sheppes,,,,0.0-14.0-1.2,,,iaps/8231lp.jpg,m5tft,,395620,,35,image-keyboard-response,
174,Sheppes,,,,0.0-14.0-2.2,,,"<div style=""font-size:60px;"">+</div>",m5tft,,396626,,36,html-keyboard-response,
174,Sheppes,,,,0.0-14.0-0.3,0,3761,iaps/9145lp.jpg,m5tft,,400391,,37,image-button-response,
174,Sheppes,,,,0.0-14.0-1.3,,,iaps/9145lp.jpg,m5tft,,405408,,38,image-keyboard-response,
174,Sheppes,,,,0.0-14.0-2.3,,,"<div style=""font-size:60px;"">+</div>",m5tft,,406421,,39,html-keyboard-response,
174,Sheppes,,,,0.0-15.0, ,40182,"<center><p>You will now see a series of pictures and choose between the two strategies, exactly as you did in the previous task. Again, you will first see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue.</p></center>",m5tft,,446604,,40,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.0,1,3247,iaps/6836l.jpg,m5tft,,449853,,41,image-button-response,
174,Sheppes,,,,0.0-16.0-1.0,,,iaps/6836l.jpg,m5tft,,454873,,42,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.0,,,"<div style=""font-size:60px;"">+</div>",m5tft,,455880,,43,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.1,0,2865,iaps/6190l.JPG,m5tft,,458749,,44,image-button-response,
174,Sheppes,,,,0.0-16.0-1.1,,,iaps/6190l.JPG,m5tft,,463772,,45,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.1,,,"<div style=""font-size:60px;"">+</div>",m5tft,,464784,,46,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.2,0,2614,iaps/3230h.JPG,m5tft,,467400,,47,image-button-response,
174,Sheppes,,,,0.0-16.0-1.2,,,iaps/3230h.JPG,m5tft,,472411,,48,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.2,,,"<div style=""font-size:60px;"">+</div>",m5tft,,473415,,49,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.3,1,1683,iaps/3530h.JPG,m5tft,,475100,,50,image-button-response,
174,Sheppes,,,,0.0-16.0-1.3,,,iaps/3530h.JPG,m5tft,,480120,,51,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.3,,,"<div style=""font-size:60px;"">+</div>",m5tft,,481125,,52,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.4,0,3291,iaps/6010l.JPG,m5tft,,484418,,53,image-button-response,
174,Sheppes,,,,0.0-16.0-1.4,,,iaps/6010l.JPG,m5tft,,489432,,54,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.4,,,"<div style=""font-size:60px;"">+</div>",m5tft,,490445,,55,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.5,1,2535,iaps/9420h.JPG,m5tft,,492983,,56,image-button-response,
174,Sheppes,,,,0.0-16.0-1.5,,,iaps/9420h.JPG,m5tft,,498003,,57,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.5,,,"<div style=""font-size:60px;"">+</div>",m5tft,,499013,,58,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.6,1,2847,iaps/3150h.JPG,m5tft,,501863,,59,image-button-response,
174,Sheppes,,,,0.0-16.0-1.6,,,iaps/3150h.JPG,m5tft,,506880,,60,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.6,,,"<div style=""font-size:60px;"">+</div>",m5tft,,507883,,61,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.7,0,2055,iaps/9181h.jpg,m5tft,,509940,,62,image-button-response,
174,Sheppes,,,,0.0-16.0-1.7,,,iaps/9181h.jpg,m5tft,,514953,,63,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.7,,,"<div style=""font-size:60px;"">+</div>",m5tft,,515961,,64,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.8,1,2818,iaps/3000h.JPG,m5tft,,518781,,65,image-button-response,
174,Sheppes,,,,0.0-16.0-1.8,,,iaps/3000h.JPG,m5tft,,523799,,66,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.8,,,"<div style=""font-size:60px;"">+</div>",m5tft,,524800,,67,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.9,0,2505,iaps/9470l.jpg,m5tft,,527306,,68,image-button-response,
174,Sheppes,,,,0.0-16.0-1.9,,,iaps/9470l.jpg,m5tft,,532319,,69,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.9,,,"<div style=""font-size:60px;"">+</div>",m5tft,,533329,,70,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.10,0,1578,iaps/2700l.JPG,m5tft,,534910,,71,image-button-response,
174,Sheppes,,,,0.0-16.0-1.10, ,2692,iaps/2700l.JPG,m5tft,,539922,,72,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.10,,,"<div style=""font-size:60px;"">+</div>",m5tft,,540929,,73,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.11,1,1804,iaps/6831h.jpg,m5tft,,542735,,74,image-button-response,
174,Sheppes,,,,0.0-16.0-1.11,,,iaps/6831h.jpg,m5tft,,547741,,75,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.11,,,"<div style=""font-size:60px;"">+</div>",m5tft,,548746,,76,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.12,0,2840,iaps/1301l.jpg,m5tft,,551589,,77,image-button-response,
174,Sheppes,,,,0.0-16.0-1.12,,,iaps/1301l.jpg,m5tft,,556605,,78,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.12,,,"<div style=""font-size:60px;"">+</div>",m5tft,,557618,,79,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.13,0,2724,iaps/9440l.JPG,m5tft,,560344,,80,image-button-response,
174,Sheppes,,,,0.0-16.0-1.13,,,iaps/9440l.JPG,m5tft,,565353,,81,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.13,,,"<div style=""font-size:60px;"">+</div>",m5tft,,566366,,82,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.14,1,2135,iaps/3180h.JPG,m5tft,,568504,,83,image-button-response,
174,Sheppes,,,,0.0-16.0-1.14,,,iaps/3180h.JPG,m5tft,,573521,,84,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.14,,,"<div style=""font-size:60px;"">+</div>",m5tft,,574527,,85,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.15,1,2872,iaps/2278l.jpg,m5tft,,577401,,86,image-button-response,
174,Sheppes,,,,0.0-16.0-1.15,,,iaps/2278l.jpg,m5tft,,582413,,87,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.15,,,"<div style=""font-size:60px;"">+</div>",m5tft,,583422,,88,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.16,0,3307,iaps/9102l.JPG,m5tft,,586730,,89,image-button-response,
174,Sheppes,,,,0.0-16.0-1.16,,,iaps/9102l.JPG,m5tft,,591748,,90,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.16,,,"<div style=""font-size:60px;"">+</div>",m5tft,,592754,,91,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.17,0,2795,iaps/2490l.JPG,m5tft,,595552,,92,image-button-response,
174,Sheppes,,,,0.0-16.0-1.17,,,iaps/2490l.JPG,m5tft,,600568,,93,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.17,,,"<div style=""font-size:60px;"">+</div>",m5tft,,601575,,94,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.18,1,2344,iaps/2053h.JPG,m5tft,,603922,,95,image-button-response,
174,Sheppes,,,,0.0-16.0-1.18,,,iaps/2053h.JPG,m5tft,,608935,,96,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.18,,,"<div style=""font-size:60px;"">+</div>",m5tft,,609945,,97,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.19,0,2614,iaps/7360l.JPG,m5tft,,612561,,98,image-button-response,
174,Sheppes,,,,0.0-16.0-1.19,,,iaps/7360l.JPG,m5tft,,617575,,99,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.19,,,"<div style=""font-size:60px;"">+</div>",m5tft,,618585,,100,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.20,1,2638,iaps/3140h.JPG,m5tft,,621226,,101,image-button-response,
174,Sheppes,,,,0.0-16.0-1.20,,,iaps/3140h.JPG,m5tft,,626243,,102,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.20,,,"<div style=""font-size:60px;"">+</div>",m5tft,,627251,,103,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.21,1,1554,iaps/2800h.JPG,m5tft,,628808,,104,image-button-response,
174,Sheppes,,,,0.0-16.0-1.21,,,iaps/2800h.JPG,m5tft,,633814,,105,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.21,,,"<div style=""font-size:60px;"">+</div>",m5tft,,634823,,106,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.22,1,2052,iaps/9410h.JPG,m5tft,,636878,,107,image-button-response,
174,Sheppes,,,,0.0-16.0-1.22,,,iaps/9410h.JPG,m5tft,,641895,,108,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.22,,,"<div style=""font-size:60px;"">+</div>",m5tft,,642900,,109,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.23,1,1685,iaps/9252h.jpg,m5tft,,644588,,110,image-button-response,
174,Sheppes,,,,0.0-16.0-1.23,,,iaps/9252h.jpg,m5tft,,649600,,111,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.23,,,"<div style=""font-size:60px;"">+</div>",m5tft,,650608,,112,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.24,0,2573,iaps/9160l.JPG,m5tft,,653182,,113,image-button-response,
174,Sheppes,,,,0.0-16.0-1.24,,,iaps/9160l.JPG,m5tft,,658196,,114,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.24,,,"<div style=""font-size:60px;"">+</div>",m5tft,,659204,,115,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.25,0,2043,iaps/9120l.JPG,m5tft,,661249,,116,image-button-response,
174,Sheppes,,,,0.0-16.0-1.25,,,iaps/9120l.JPG,m5tft,,666257,,117,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.25,,,"<div style=""font-size:60px;"">+</div>",m5tft,,667263,,118,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.26,0,1726,iaps/2312l.jpg,m5tft,,668992,,119,image-button-response,
174,Sheppes,,,,0.0-16.0-1.26,,,iaps/2312l.jpg,m5tft,,674005,,120,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.26,,,"<div style=""font-size:60px;"">+</div>",m5tft,,675010,,121,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.27,1,1689,iaps/3068h.jpg,m5tft,,676701,,122,image-button-response,
174,Sheppes,,,,0.0-16.0-1.27,,,iaps/3068h.jpg,m5tft,,681714,,123,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.27,,,"<div style=""font-size:60px;"">+</div>",m5tft,,682724,,124,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.28,1,1184,iaps/2691l.jpg,m5tft,,683910,,125,image-button-response,
174,Sheppes,,,,0.0-16.0-1.28,,,iaps/2691l.jpg,m5tft,,688931,,126,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.28,,,"<div style=""font-size:60px;"">+</div>",m5tft,,689936,,127,html-keyboard-response,
174,Sheppes,,,,0.0-16.0-0.29,1,2172,iaps/3261h.jpg,m5tft,,692112,,128,image-button-response,
174,Sheppes,,,,0.0-16.0-1.29,,,iaps/3261h.jpg,m5tft,,697125,,129,image-keyboard-response,
174,Sheppes,,,,0.0-16.0-2.29,,,"<div style=""font-size:60px;"">+</div>",m5tft,,698134,,130,html-keyboard-response,
174,Sheppes,,,,0.0-17.0,"{'Age': '35', 'Gender': 'man'}",9126,,m5tft,,707270,,131,survey-text,
174,Sheppes,,,,0.0-18.0,0,3819,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about which emotion regulation strategies people chose to employ depending on how intense a negative experience (or image) is.</p><h1>Press continue to be redirected to Prolific. </h1>,m5tft,,711094,,132,html-button-response,
704,Sheppes,[],[],[],0.0-0.0,,,,ycm8w,True,2,False,0,preload,
704,Sheppes,,,,0.0-1.0,0,80116,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",ycm8w,,80119,,1,html-button-response,
704,Sheppes,,,,0.0-2.0, ,23661,"<center><p>In this study, you will be trained to use two emotion regulation strategies. You will then practice using these strategies while viewing a series of images.</p><p><b>Please be aware that the images used in this study contain content that may be unpleasant or disturbing.</b></p><p>Your participation will take approximately 10 minutes. You will receive $2.00 as payment for your participation. <b>You must use a desktop or a laptop computer to complete this study. </b> By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <u>stanfordpsych251@gmail.com</u>. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </p><p>Press the spacebar to begin.</p></center>",ycm8w,,103782,,2,html-keyboard-response,
704,Sheppes,,,,0.0-3.0, ,37946,"<center><p>In this part of the study, you will view a series of pictures and try to change how you feel about each picture by changing the way you think about it. Some pictures might make you feel very negative, while other pictures might make you feel slightly negative or not negative at all. You will be able to choose between two ways or strategies that will help you feel less negative. The next section will explain both strategies and give you the opportunity to practice implementing them. It is important that you try to remember what you are supposed to do in each strategy.</p><p>Press the spacebar to continue.</p></center>",ycm8w,,141728,,3,html-keyboard-response,
704,Sheppes,,,,0.0-4.0, ,107806,"<center><p>The first strategy is called REAPPRAISAL. This means that you attend to the picture and try to change the meaning of it. That means you think of something to tell yourself about the picture that helps you feel less negative about it. For example, you could tell yourself something about the outcome of the picture, that whatever is going on will soon be resolved, or that help is on the way. You could also focus on a specific detail of the situation that may not be as bad as it first seemed. But we want you to stay focused on the picture and not think of random things that will make you feel better, but rather to change something about the picture that helps you to feel less negative about it. It is very important that when you reappraise you do not think that the picture is fake or a scene from a movie. Think of it as a real situation, and then change the meaning of it. <b>Once again, as soon as the picture is on the screen, keep focusing on the picture, but tell yourself something about it that makes you feel less negative; keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",ycm8w,,249535,,4,html-keyboard-response,
704,Sheppes,,,,0.0-5.0, ,43278,"<center><p>Now you are going to practice using reappraisal. Once the picture comes up on the screen, please immediately start focusing your thoughts with the goal of feeling less negative, <b>Focus on the picture but think of the meaning of the picture in a way that will help you feel less negative about it.</b></p><p>Press the spacebar to continue</p></center>",ycm8w,,292819,,5,html-keyboard-response,
704,Sheppes,,,,0.0-6.0-0.0,"{'Q0': 'I thought about the fact that they were at least protecting a country by using military, as a way to reduce the negative meaning'}",83873,,ycm8w,,376718,,6,survey-text,
704,Sheppes,,,,0.0-6.0-1.0, ,28459,"<center><p>Just to give you more ideas, other people thought that they are fighting for their families, they are protecting their country, they stand together for an important goal, their families will be proud of them.</p><p><b>Remember, as soon as the picture is on the screen, keep focusing on the picture but tell yourself something about it that makes you feel less negative, until it disappears from the screen.</b></p><p>Press the spacebar to continue</p></center>",ycm8w,,405178,,7,html-keyboard-response,
